"","variable","n","mean","variance","clinic_name"
"2221","resultpositiveXgendermale",26,0.0769230769230769,0.0738461538461539,"virology"
"2222","resultpositiveXage",26,1.92307692307692,46.1538461538462,"virology"
"2223","resultpositiveXdrive_thru_ind_factor1",26,0,0,"virology"
"2224","resultpositiveXstd_ct_result",26,-0.0302768408924265,0.0417974488669251,"virology"
"2225","resultpositiveXstd_age",26,0.0505082070672985,0.0318374656847907,"virology"
"2226","ct_resultXgendermale",26,27.5023076923077,492.560138461538,"virology"
"2227","ct_resultXage",26,1137.55769230769,407066.086538462,"virology"
"2228","ct_resultXdrive_thru_ind_factor1",26,0,0,"virology"
"2229","ct_resultXstd_ct_result",26,8.06786644482965,97.9048126662477,"virology"
"2230","ct_resultXstd_age",26,30.4732009355639,1497.93948948469,"virology"
"2231","gendermaleXage",26,17.5384615384615,335.538461538462,"virology"
"2232","gendermaleXdrive_thru_ind_factor1",26,0,0,"virology"
"2233","gendermaleXstd_ct_result",26,0.0894814809260368,0.0621242466445981,"virology"
"2234","gendermaleXstd_age",26,0.534813843357123,0.685607977634133,"virology"
"2235","ageXdrive_thru_ind_factor1",26,0,0,"virology"
"2236","ageXstd_ct_result",26,4.46112014263667,46.6228427983914,"virology"
"2237","ageXstd_age",26,28.9720466274716,1649.94295454051,"virology"
"2238","drive_thru_ind_factor1Xstd_ct_result",26,0,0,"virology"
"2239","drive_thru_ind_factor1Xstd_age",26,0,0,"virology"
"2240","std_ct_resultXstd_age",26,0.120114129456254,0.0620794262919903,"virology"
